source_set,split,scenario,image_path,filename,expected_category,note,actual_action_type,actual_category,actual,passed,elapsed_ms
targeted_samples,tune,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_001_20260708_154009.jpg,stretch_left_up_001_20260708_154009.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,158.59
targeted_samples,tune,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_002_20260708_154012.jpg,stretch_left_up_002_20260708_154012.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,179.99
targeted_samples,tune,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_003_20260708_154014.jpg,stretch_left_up_003_20260708_154014.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,176.82
targeted_samples,tune,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_004_20260708_154017.jpg,stretch_left_up_004_20260708_154017.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,173.19
targeted_samples,tune,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_005_20260708_154019.jpg,stretch_left_up_005_20260708_154019.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,189.87
targeted_samples,tune,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_006_20260708_154022.jpg,stretch_left_up_006_20260708_154022.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,201.71
targeted_samples,tune,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_007_20260708_154025.jpg,stretch_left_up_007_20260708_154025.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,192.2
targeted_samples,eval,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_008_20260708_154029.jpg,stretch_left_up_008_20260708_154029.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,194.89
targeted_samples,eval,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_009_20260708_154032.jpg,stretch_left_up_009_20260708_154032.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,189.8
targeted_samples,eval,stretch_left_up,assets/test_images/targeted_samples/stretch_arm/stretch_left_up_010_20260708_154035.jpg,stretch_left_up_010_20260708_154035.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,194.52
targeted_samples,tune,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_001_20260708_153924.jpg,stretch_right_horizontal_001_20260708_153924.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,180.72
targeted_samples,tune,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_002_20260708_153927.jpg,stretch_right_horizontal_002_20260708_153927.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,191.42
targeted_samples,tune,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_003_20260708_153930.jpg,stretch_right_horizontal_003_20260708_153930.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,201.9
targeted_samples,tune,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_004_20260708_153933.jpg,stretch_right_horizontal_004_20260708_153933.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,183.37
targeted_samples,tune,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_005_20260708_153936.jpg,stretch_right_horizontal_005_20260708_153936.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,204.53
targeted_samples,tune,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_006_20260708_153939.jpg,stretch_right_horizontal_006_20260708_153939.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,175.07
targeted_samples,tune,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_007_20260708_153942.jpg,stretch_right_horizontal_007_20260708_153942.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,199.77
targeted_samples,eval,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_008_20260708_153945.jpg,stretch_right_horizontal_008_20260708_153945.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,194.99
targeted_samples,eval,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_009_20260708_153949.jpg,stretch_right_horizontal_009_20260708_153949.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,178.98
targeted_samples,eval,stretch_right_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_right_horizontal_010_20260708_153952.jpg,stretch_right_horizontal_010_20260708_153952.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,173.24
targeted_samples,tune,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_001_20260708_154215.jpg,stretch_right_up_001_20260708_154215.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,195.69
targeted_samples,tune,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_002_20260708_154218.jpg,stretch_right_up_002_20260708_154218.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,185.55
targeted_samples,tune,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_003_20260708_154221.jpg,stretch_right_up_003_20260708_154221.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,178.52
targeted_samples,tune,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_004_20260708_154224.jpg,stretch_right_up_004_20260708_154224.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,171.21
targeted_samples,tune,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_005_20260708_154227.jpg,stretch_right_up_005_20260708_154227.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,160.38
targeted_samples,tune,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_006_20260708_154230.jpg,stretch_right_up_006_20260708_154230.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,166.3
targeted_samples,tune,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_007_20260708_154233.jpg,stretch_right_up_007_20260708_154233.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,172.86
targeted_samples,eval,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_008_20260708_154235.jpg,stretch_right_up_008_20260708_154235.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,158.28
targeted_samples,eval,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_009_20260708_154239.jpg,stretch_right_up_009_20260708_154239.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,167.57
targeted_samples,eval,stretch_right_up,assets/test_images/targeted_samples/stretch_arm/stretch_right_up_010_20260708_154242.jpg,stretch_right_up_010_20260708_154242.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,183.93
